concentration;id;start_date;start_hour;end_date;end_hour;emergence
0.004;10;10/01/2023;19:07;24/01/2023;17:30;0
0.0008;1;10/01/2023;16:29;24/01/2023;17:30;0
0.0008;2;10/01/2023;16:43;24/01/2023;17:30;0
0.0008;3;10/01/2023;16:57;24/01/2023;17:30;0
0.0008;4;10/01/2023;17:18;24/01/2023;17:30;0
0.0008;5;10/01/2023;17:44;24/01/2023;17:30;0
0.0008;6;10/01/2023;17:58;24/01/2023;17:30;0
0.0008;7;10/01/2023;18:12;24/01/2023;17:30;0
0.0008;8;10/01/2023;18:27;24/01/2023;17:30;0
0.0008;9;10/01/2023;18:51;24/01/2023;17:30;0
0.0008;10;10/01/2023;19:09;24/01/2023;17:30;0
0;1;10/01/2023;16:17;25/01/2023;16:00;0
0;2;10/01/2023;16:31;25/01/2023;16:00;0
0;3;10/01/2023;16:45;25/01/2023;16:00;0
0;4;10/01/2023;17:05;25/01/2023;16:00;0
0;5;10/01/2023;17:31;25/01/2023;16:00;0
0;6;10/01/2023;17:45;25/01/2023;16:00;0
0;7;10/01/2023;18:00;25/01/2023;16:00;0
0;8;10/01/2023;18:14;25/01/2023;16:00;0
0;9;10/01/2023;18:37;25/01/2023;16:00;0
0;10;10/01/2023;18:55;25/01/2023;16:00;0
2.5;1;10/01/2023;16:19;25/01/2023;16:00;0
2.5;2;10/01/2023;16:33;25/01/2023;16:00;0
2.5;3;10/01/2023;16:46;25/01/2023;16:00;0
2.5;4;10/01/2023;17:07;25/01/2023;16:00;1
2.5;5;10/01/2023;17:33;25/01/2023;16:00;0
2.5;6;10/01/2023;17:48;25/01/2023;16:00;1
2.5;7;10/01/2023;18:02;25/01/2023;16:00;0
2.5;8;10/01/2023;18:16;25/01/2023;16:00;0
2.5;9;10/01/2023;18:39;25/01/2023;16:00;0
2.5;10;10/01/2023;18:57;25/01/2023;16:00;0
1;1;10/01/2023;16:21;25/01/2023;16:00;0
1;2;10/01/2023;16:35;25/01/2023;16:00;1
1;3;10/01/2023;16:48;25/01/2023;16:00;0
1;4;10/01/2023;17:09;25/01/2023;16:00;0
1;5;10/01/2023;17:35;25/01/2023;16:00;0
1;6;10/01/2023;17:50;25/01/2023;16:00;0
1;7;10/01/2023;18:04;25/01/2023;16:00;0
1;8;10/01/2023;18:18;25/01/2023;16:00;0
1;9;10/01/2023;18:40;25/01/2023;16:00;0
1;10;10/01/2023;18:59;25/01/2023;16:00;0
0.5;1;10/01/2023;16:23;25/01/2023;16:00;0
0.5;2;10/01/2023;16:37;25/01/2023;16:00;0
0.5;3;10/01/2023;16:50;25/01/2023;16:00;0
0.5;4;10/01/2023;17:10;25/01/2023;16:00;0
0.5;5;10/01/2023;17:36;25/01/2023;16:00;0
0.5;6;10/01/2023;17:51;25/01/2023;16:00;0
0.5;7;10/01/2023;18:06;25/01/2023;16:00;0
0.5;8;10/01/2023;18:20;25/01/2023;16:00;0
0.5;9;10/01/2023;18:42;25/01/2023;16:00;0
0.5;10;10/01/2023;19:00;25/01/2023;16:00;0
0.1;1;10/01/2023;16:25;25/01/2023;16:00;0
0.1;2;10/01/2023;16:38;25/01/2023;16:00;0
0.1;3;10/01/2023;16:53;25/01/2023;16:00;0
0.1;4;10/01/2023;17:12;25/01/2023;16:00;0
0.1;5;10/01/2023;17:38;25/01/2023;16:00;0
0.1;6;10/01/2023;17:53;25/01/2023;16:00;0
0.1;7;10/01/2023;18:07;25/01/2023;16:00;0
0.1;8;10/01/2023;18:22;25/01/2023;16:00;0
0.1;9;10/01/2023;18:44;25/01/2023;16:00;0
0.1;10;10/01/2023;19:02;25/01/2023;16:00;0
0.02;1;10/01/2023;16:26;25/01/2023;16:00;0
0.02;2;10/01/2023;16:40;25/01/2023;16:00;0
0.02;3;10/01/2023;16:54;25/01/2023;16:00;0
0.02;4;10/01/2023;17:14;25/01/2023;16:00;0
0.02;5;10/01/2023;17:40;25/01/2023;16:00;0
0.02;6;10/01/2023;17:54;25/01/2023;16:00;0
0.02;7;10/01/2023;18:09;25/01/2023;16:00;0
0.02;8;10/01/2023;18:24;25/01/2023;16:00;0
0.02;9;10/01/2023;18:46;25/01/2023;16:00;0
0.02;10;10/01/2023;19:05;25/01/2023;16:00;0
0.004;1;10/01/2023;16:27;25/01/2023;16:00;0
0.004;2;10/01/2023;16:41;25/01/2023;16:00;0
0.004;3;10/01/2023;16:55;25/01/2023;16:00;0
0.004;4;10/01/2023;17:16;25/01/2023;16:00;0
0.004;5;10/01/2023;17:42;25/01/2023;16:00;0
0.004;6;10/01/2023;17:56;25/01/2023;16:00;0
0.004;7;10/01/2023;18:11;25/01/2023;16:00;0
0.004;8;10/01/2023;18:26;25/01/2023;16:00;0
0.004;9;10/01/2023;18:48;25/01/2023;16:00;0
0.004;10;10/01/2023;19:07;25/01/2023;16:00;0
0.0008;1;10/01/2023;16:29;25/01/2023;16:00;0
0.0008;2;10/01/2023;16:43;25/01/2023;16:00;0
0.0008;3;10/01/2023;16:57;25/01/2023;16:00;0
0.0008;4;10/01/2023;17:18;25/01/2023;16:00;0
0.0008;5;10/01/2023;17:44;25/01/2023;16:00;0
0.0008;6;10/01/2023;17:58;25/01/2023;16:00;0
0.0008;7;10/01/2023;18:12;25/01/2023;16:00;0
0.0008;8;10/01/2023;18:27;25/01/2023;16:00;0
0.0008;9;10/01/2023;18:51;25/01/2023;16:00;0
0.0008;10;10/01/2023;19:09;25/01/2023;16:00;0
