concentration;id;start_date;start_hour;end_date;end_hour;emergence
0.004;7;10/01/2023;13:20;23/01/2023;14:30;0
0.004;8;10/01/2023;13:58;23/01/2023;14:30;0
0.004;9;10/01/2023;15:10;23/01/2023;14:30;0
0.004;10;10/01/2023;16:11;23/01/2023;14:30;0
0.0008;1;10/01/2023;10:58;23/01/2023;14:30;0
0.0008;2;10/01/2023;11:15;23/01/2023;14:30;0
0.0008;3;10/01/2023;11:31;23/01/2023;14:30;0
0.0008;4;10/01/2023;11:50;23/01/2023;14:30;0
0.0008;5;10/01/2023;12:06;23/01/2023;14:30;0
0.0008;6;10/01/2023;13:02;23/01/2023;14:30;0
0.0008;7;10/01/2023;13:22;23/01/2023;14:30;0
0.0008;8;10/01/2023;14:00;23/01/2023;14:30;0
0.0008;9;10/01/2023;15:13;23/01/2023;14:30;0
0.0008;10;10/01/2023;16:13;23/01/2023;14:30;0
0;1;10/01/2023;10:44;24/01/2023;17:30;0
0;2;10/01/2023;11:00;24/01/2023;17:30;0
0;3;10/01/2023;11:16;24/01/2023;17:30;0
0;4;10/01/2023;11:34;24/01/2023;17:30;0
0;5;10/01/2023;11:52;24/01/2023;17:30;0
0;6;10/01/2023;12:46;24/01/2023;17:30;0
0;7;10/01/2023;13:05;24/01/2023;17:30;0
0;8;10/01/2023;13:26;24/01/2023;17:30;0
0;9;10/01/2023;14:05;24/01/2023;17:30;0
0;10;10/01/2023;15:16;24/01/2023;17:30;0
2.5;1;10/01/2023;10:46;24/01/2023;17:30;0
2.5;2;10/01/2023;11:02;24/01/2023;17:30;0
2.5;3;10/01/2023;11:18;24/01/2023;17:30;0
2.5;4;10/01/2023;11:37;24/01/2023;17:30;0
2.5;5;10/01/2023;11:54;24/01/2023;17:30;0
2.5;6;10/01/2023;12:49;24/01/2023;17:30;1
2.5;7;10/01/2023;13:09;24/01/2023;17:30;0
2.5;8;10/01/2023;13:28;24/01/2023;17:30;0
2.5;9;10/01/2023;14:59;24/01/2023;17:30;0
2.5;10;10/01/2023;15:19;24/01/2023;17:30;0
1;1;10/01/2023;10:48;24/01/2023;17:30;0
1;2;10/01/2023;11:03;24/01/2023;17:30;0
1;3;10/01/2023;11:21;24/01/2023;17:30;0
1;4;10/01/2023;11:39;24/01/2023;17:30;0
1;5;10/01/2023;11:56;24/01/2023;17:30;0
1;6;10/01/2023;12:51;24/01/2023;17:30;0
1;7;10/01/2023;13:10;24/01/2023;17:30;0
1;8;10/01/2023;13:31;24/01/2023;17:30;1
1;9;10/01/2023;15:01;24/01/2023;17:30;0
1;10;10/01/2023;15:21;24/01/2023;17:30;0
0.5;1;10/01/2023;10:50;24/01/2023;17:30;0
0.5;2;10/01/2023;11:05;24/01/2023;17:30;0
0.5;3;10/01/2023;11:23;24/01/2023;17:30;0
0.5;4;10/01/2023;11:41;24/01/2023;17:30;0
0.5;5;10/01/2023;11:57;24/01/2023;17:30;0
0.5;6;10/01/2023;12:53;24/01/2023;17:30;0
0.5;7;10/01/2023;13:13;24/01/2023;17:30;0
0.5;8;10/01/2023;13:34;24/01/2023;17:30;0
0.5;9;10/01/2023;15:03;24/01/2023;17:30;0
0.5;10;10/01/2023;15:27;24/01/2023;17:30;0
0.1;1;10/01/2023;10:52;24/01/2023;17:30;0
0.1;2;10/01/2023;11:08;24/01/2023;17:30;0
0.1;3;10/01/2023;11:25;24/01/2023;17:30;0
0.1;4;10/01/2023;11:43;24/01/2023;17:30;0
0.1;5;10/01/2023;12:00;24/01/2023;17:30;0
0.1;6;10/01/2023;12:55;24/01/2023;17:30;0
0.1;7;10/01/2023;13:16;24/01/2023;17:30;0
0.1;8;10/01/2023;13:53;24/01/2023;17:30;0
0.1;9;10/01/2023;15:06;24/01/2023;17:30;0
0.1;10;10/01/2023;16:08;24/01/2023;17:30;0
0.02;1;10/01/2023;10:54;24/01/2023;17:30;0
0.02;2;10/01/2023;11:11;24/01/2023;17:30;0
0.02;3;10/01/2023;11:27;24/01/2023;17:30;0
0.02;4;10/01/2023;11:46;24/01/2023;17:30;0
0.02;5;10/01/2023;12:02;24/01/2023;17:30;0
0.02;6;10/01/2023;12:58;24/01/2023;17:30;0
0.02;7;10/01/2023;13:18;24/01/2023;17:30;0
0.02;8;10/01/2023;13:55;24/01/2023;17:30;0
0.02;9;10/01/2023;15:09;24/01/2023;17:30;0
0.02;10;10/01/2023;16:10;24/01/2023;17:30;0
0.004;1;10/01/2023;10:56;24/01/2023;17:30;0
0.004;2;10/01/2023;11:13;24/01/2023;17:30;0
0.004;3;10/01/2023;11:29;24/01/2023;17:30;0
0.004;4;10/01/2023;11:48;24/01/2023;17:30;0
0.004;5;10/01/2023;12:04;24/01/2023;17:30;0
0.004;6;10/01/2023;13:00;24/01/2023;17:30;0
0.004;7;10/01/2023;13:20;24/01/2023;17:30;0
0.004;8;10/01/2023;13:58;24/01/2023;17:30;0
0.004;9;10/01/2023;15:10;24/01/2023;17:30;0
0.004;10;10/01/2023;16:11;24/01/2023;17:30;0
0.0008;1;10/01/2023;10:58;24/01/2023;17:30;0
0.0008;2;10/01/2023;11:15;24/01/2023;17:30;0
0.0008;3;10/01/2023;11:31;24/01/2023;17:30;0
0.0008;4;10/01/2023;11:50;24/01/2023;17:30;0
0.0008;5;10/01/2023;12:06;24/01/2023;17:30;0
0.0008;6;10/01/2023;13:02;24/01/2023;17:30;0
0.0008;7;10/01/2023;13:22;24/01/2023;17:30;0
0.0008;8;10/01/2023;14:00;24/01/2023;17:30;0
0.0008;9;10/01/2023;15:13;24/01/2023;17:30;0
0.0008;10;10/01/2023;16:13;24/01/2023;17:30;0
0;1;10/01/2023;10:44;25/01/2023;16:00;0
0;2;10/01/2023;11:00;25/01/2023;16:00;0
0;3;10/01/2023;11:16;25/01/2023;16:00;0
0;4;10/01/2023;11:34;25/01/2023;16:00;0
0;5;10/01/2023;11:52;25/01/2023;16:00;0
0;6;10/01/2023;12:46;25/01/2023;16:00;0
0;7;10/01/2023;13:05;25/01/2023;16:00;0
0;8;10/01/2023;13:26;25/01/2023;16:00;0
0;9;10/01/2023;14:05;25/01/2023;16:00;0
0;10;10/01/2023;15:16;25/01/2023;16:00;0
2.5;1;10/01/2023;10:46;25/01/2023;16:00;0
2.5;2;10/01/2023;11:02;25/01/2023;16:00;0
2.5;3;10/01/2023;11:18;25/01/2023;16:00;0
2.5;4;10/01/2023;11:37;25/01/2023;16:00;0
2.5;5;10/01/2023;11:54;25/01/2023;16:00;0
2.5;6;10/01/2023;12:49;25/01/2023;16:00;0
2.5;7;10/01/2023;13:09;25/01/2023;16:00;0
2.5;8;10/01/2023;13:28;25/01/2023;16:00;0
2.5;9;10/01/2023;14:59;25/01/2023;16:00;0
2.5;10;10/01/2023;15:19;25/01/2023;16:00;0
1;1;10/01/2023;10:48;25/01/2023;16:00;0
1;2;10/01/2023;11:03;25/01/2023;16:00;0
1;3;10/01/2023;11:21;25/01/2023;16:00;0
1;4;10/01/2023;11:39;25/01/2023;16:00;0
1;5;10/01/2023;11:56;25/01/2023;16:00;0
1;6;10/01/2023;12:51;25/01/2023;16:00;0
1;7;10/01/2023;13:10;25/01/2023;16:00;0
1;8;10/01/2023;13:31;25/01/2023;16:00;0
1;9;10/01/2023;15:01;25/01/2023;16:00;0
1;10;10/01/2023;15:21;25/01/2023;16:00;0
0.5;1;10/01/2023;10:50;25/01/2023;16:00;0
0.5;2;10/01/2023;11:05;25/01/2023;16:00;0
0.5;3;10/01/2023;11:23;25/01/2023;16:00;0
0.5;4;10/01/2023;11:41;25/01/2023;16:00;1
0.5;5;10/01/2023;11:57;25/01/2023;16:00;0
0.5;6;10/01/2023;12:53;25/01/2023;16:00;0
0.5;7;10/01/2023;13:13;25/01/2023;16:00;0
0.5;8;10/01/2023;13:34;25/01/2023;16:00;0
0.5;9;10/01/2023;15:03;25/01/2023;16:00;0
0.5;10;10/01/2023;15:27;25/01/2023;16:00;0
0.1;1;10/01/2023;10:52;25/01/2023;16:00;0
0.1;2;10/01/2023;11:08;25/01/2023;16:00;0
0.1;3;10/01/2023;11:25;25/01/2023;16:00;0
0.1;4;10/01/2023;11:43;25/01/2023;16:00;0
0.1;5;10/01/2023;12:00;25/01/2023;16:00;0
0.1;6;10/01/2023;12:55;25/01/2023;16:00;0
0.1;7;10/01/2023;13:16;25/01/2023;16:00;0
0.1;8;10/01/2023;13:53;25/01/2023;16:00;0
0.1;9;10/01/2023;15:06;25/01/2023;16:00;0
0.1;10;10/01/2023;16:08;25/01/2023;16:00;0
0.02;1;10/01/2023;10:54;25/01/2023;16:00;0
0.02;2;10/01/2023;11:11;25/01/2023;16:00;0
0.02;3;10/01/2023;11:27;25/01/2023;16:00;0
0.02;4;10/01/2023;11:46;25/01/2023;16:00;0
0.02;5;10/01/2023;12:02;25/01/2023;16:00;0
0.02;6;10/01/2023;12:58;25/01/2023;16:00;0
0.02;7;10/01/2023;13:18;25/01/2023;16:00;0
0.02;8;10/01/2023;13:55;25/01/2023;16:00;0
0.02;9;10/01/2023;15:09;25/01/2023;16:00;0
0.02;10;10/01/2023;16:10;25/01/2023;16:00;0
0.004;1;10/01/2023;10:56;25/01/2023;16:00;0
0.004;2;10/01/2023;11:13;25/01/2023;16:00;0
0.004;3;10/01/2023;11:29;25/01/2023;16:00;0
0.004;4;10/01/2023;11:48;25/01/2023;16:00;0
0.004;5;10/01/2023;12:04;25/01/2023;16:00;0
0.004;6;10/01/2023;13:00;25/01/2023;16:00;0
0.004;7;10/01/2023;13:20;25/01/2023;16:00;0
0.004;8;10/01/2023;13:58;25/01/2023;16:00;0
0.004;9;10/01/2023;15:10;25/01/2023;16:00;0
0.004;10;10/01/2023;16:11;25/01/2023;16:00;0
0.0008;1;10/01/2023;10:58;25/01/2023;16:00;0
0.0008;2;10/01/2023;11:15;25/01/2023;16:00;0
0.0008;3;10/01/2023;11:31;25/01/2023;16:00;0
0.0008;4;10/01/2023;11:50;25/01/2023;16:00;0
0.0008;5;10/01/2023;12:06;25/01/2023;16:00;0
0.0008;6;10/01/2023;13:02;25/01/2023;16:00;0
0.0008;7;10/01/2023;13:22;25/01/2023;16:00;1
0.0008;8;10/01/2023;14:00;25/01/2023;16:00;0
0.0008;9;10/01/2023;15:13;25/01/2023;16:00;0
0.0008;10;10/01/2023;16:13;25/01/2023;16:00;0
